,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
50,,Central Midfield,,,,
51,8.0,Salva SevillaS. SevillaCentral Midfield,Salva Sevilla,"Mar 18, 1984 (38)",,€300Th.
52,,Salva SevillaS. Sevilla,,,,
53,,Central Midfield,,,,
54,19.0,Kang-in LeeK. LeeAttacking Midfield,Kang-in Lee,"Feb 19, 2001 (21)",,€6.00m
55,,Kang-in LeeK. Lee,,,,
56,,Attacking Midfield,,,,
57,14.0,Dani RodríguezD. RodríguezAttacking Midfield,Dani Rodríguez,"Jun 6, 1988 (34)",,€1.20m
58,,Dani RodríguezD. Rodríguez,,,,
59,,Attacking Midfield,,,,
60,23.0,Amath NdiayeA. NdiayeLeft Winger,Amath Ndiaye,"Jul 16, 1996 (25)",,€2.00m
61,,Amath NdiayeA. Ndiaye,,,,
62,,Left Winger,,,,
63,17.0,Takefusa KuboT. KuboRight Winger,Takefusa Kubo,"Jun 4, 2001 (21)",,€7.50m
64,,Takefusa KuboT. Kubo,,,,
65,,Right Winger,,,,
66,7.0,Vedat MuriqiV. MuriqiCentre-Forward,Vedat Muriqi,"Apr 24, 1994 (28)",,€7.00m
67,,Vedat MuriqiV. Muriqi,,,,
68,,Centre-Forward,,,,
69,26.0,Fer NiñoFer NiñoCentre-Forward,Fer Niño,"Oct 24, 2000 (21)",,€3.00m
70,,Fer NiñoFer Niño,,,,
71,,Centre-Forward,,,,
72,22.0,Ángel RodríguezÁ. RodríguezCentre-Forward,Ángel Rodríguez,"Apr 26, 1987 (35)",,€2.00m
73,,Ángel RodríguezÁ. Rodríguez,,,,
74,,Centre-Forward,,,,
75,9.0,Abdón PratsA. PratsCentre-Forward,Abdón Prats,"Dec 7, 1992 (29)",,€1.50m
76,,Abdón PratsA. Prats,,,,
77,,Centre-Forward,,,,
78,11.0,Matthew HoppeM. HoppeCentre-Forward,Matthew Hoppe,"Mar 13, 2001 (21)",,€1.00m
79,,Matthew HoppeM. Hoppe,,,,
80,,Centre-Forward,,,,
0,1,Fernando PachecoF. PachecoGoalkeeper,Fernando Pacheco,"May 18, 1992 (30)",,€5.00m
1,,Fernando PachecoF. Pacheco,,,,
2,,Goalkeeper,,,,
3,13,Antonio SiveraA. SiveraGoalkeeper,Antonio Sivera,"Aug 11, 1996 (25)",,€1.00m
4,,Antonio SiveraA. Sivera,,,,
5,,Goalkeeper,,,,
6,4,Matt MiazgaM. MiazgaCentre-Back,Matt Miazga,"Jul 19, 1995 (26)",,€2.00m
7,,Matt MiazgaM. Miazga,,,,
8,,Centre-Back,,,,
9,5,Víctor LaguardiaV. Laguardia Centre-Back,Víctor Laguardia,"Nov 5, 1989 (32)",,€2.00m
10,,Víctor LaguardiaV. Laguardia,,,,
11,,Centre-Back,,,,
12,22,Florian LejeuneF. LejeuneCentre-Back,Florian Lejeune,"May 20, 1991 (31)",,€2.00m
13,,Florian LejeuneF. Lejeune,,,,
14,,Centre-Back,,,,
15,3,Rubén DuarteR. DuarteLeft-Back,Rubén Duarte,"Oct 18, 1995 (26)",,€3.00m
16,,Rubén DuarteR. Duarte,,,,
17,,Left-Back,,,,
18,27,Javi LópezJ. LópezLeft-Back,Javi López,"Mar 25, 2002 (20)",,€700Th.
19,,Javi LópezJ. López,,,,
20,,Left-Back,,,,
21,12,Saúl GarcíaS. GarcíaLeft-Back,Saúl García,"Nov 9, 1994 (27)",,€600Th.
22,,Saúl GarcíaS. García,,,,
23,,Left-Back,,,,
24,2,Nahuel TenagliaN. TenagliaRight-Back,Nahuel Tenaglia,"Feb 21, 1996 (26)",,€3.00m
25,,Nahuel TenagliaN. Tenaglia,,,,
26,,Right-Back,,,,
27,21,Martín AguirregabiriaM. AguirregabiriaRight-Back,Martín Aguirregabiria,"May 10, 1996 (26)",,€2.50m
28,,Martín AguirregabiriaM. Aguirregabiria,,,,
29,,Right-Back,,,,
30,23,Ximo NavarroX. NavarroRight-Back,Ximo Navarro,"Jan 23, 1990 (32)",,€1.20m
31,,Ximo NavarroX. Navarro,,,,
32,,Right-Back,,,,
33,6,Mamadou LoumM. LoumDefensive Midfield,Mamadou Loum,"Dec 30, 1996 (25)",,€4.00m
34,,Mamadou LoumM. Loum,,,,
35,,Defensive Midfield,,,,
36,20,Pere PonsPere PonsDefensive Midfield,Pere Pons,"Feb 20, 1993 (29)",,€2.50m
37,,Pere PonsPere Pons,,,,
38,,Defensive Midfield,,,,
39,-,Antonio PereraA. PereraDefensive Midfield,Antonio Perera,"Jun 8, 1997 (24)",,€400Th.
40,,Antonio PereraA. Perera,,,,
41,,Defensive Midfield,,,,
42,16,Gonzalo EscalanteG. EscalanteCentral Midfield,Gonzalo Escalante,"Mar 27, 1993 (29)",,€2.50m
43,,Gonzalo EscalanteG. Escalante,,,,
44,,Central Midfield,,,,
45,15,Toni MoyaToni MoyaCentral Midfield,Toni Moya,"Mar 20, 1998 (24)",,€1.50m
46,,Toni MoyaToni Moya,,,,
47,,Central Midfield,,,,
48,8,Tomás PinaT. PinaCentral Midfield,Tomás Pina,"Oct 14, 1987 (34)",,€800Th.
49,,Tomás PinaT. Pina,,,,
50,,Central Midfield,,,,
51,14,Manu GarcíaM. GarcíaAttacking Midfield,Manu García,"Jan 2, 1998 (24)",,€3.00m
52,,Manu GarcíaM. García,,,,
53,,Attacking Midfield,,,,
54,11,Luis RiojaL. RiojaLeft Winger,Luis Rioja,"Oct 16, 1993 (28)",,€3.00m
55,,Luis RiojaL. Rioja,,,,
56,,Left Winger,,,,
57,18,Facundo PellistriF. PellistriRight Winger,Facundo Pellistri,"Dec 20, 2001 (20)",,€2.50m
58,,Facundo PellistriF. Pellistri,,,,
59,,Right Winger,,,,
60,25,JasonJasonRight Winger,Jason,"Jul 6, 1994 (27)",,€2.50m
61,,JasonJason,,,,
62,,Right Winger,,,,
63,17,Edgar MéndezE. MéndezRight Winger,Edgar Méndez,"Jan 2, 1990 (32)",,€1.20m
64,,Edgar MéndezE. Méndez,,,,
65,,Right Winger,,,,
66,7,Manu VallejoM. VallejoSecond Striker,Manu Vallejo,"Feb 14, 1997 (25)",,€3.00m
67,,Manu VallejoM. Vallejo,,,,
68,,Second Striker,,,,
69,9,JoseluJoseluCentre-Forward,Joselu,"Mar 27, 1990 (32)",,€5.00m
70,,JoseluJoselu,,,,
71,,Centre-Forward,,,,
72,24,Miguel de la FuenteM. de la FuenteCentre-Forward,Miguel de la Fuente,"Sep 3, 1999 (22)",,€1.50m
73,,Miguel de la FuenteM. de la Fuente,,,,
74,,Centre-Forward,,,,
75,10,John GuidettiJ. GuidettiCentre-Forward,John Guidetti,"Apr 15, 1992 (30)",,€1.00m
76,,John GuidettiJ. Guidetti,,,,
77,,Centre-Forward,,,,
0,1.0,Aitor FernándezA. FernándezGoalkeeper,Aitor Fernández,"May 3, 1991 (31)",,€2.50m
1,,Aitor FernándezA. Fernández,,,,
2,,Goalkeeper,,,,
3,34.0,Dani CárdenasD. CárdenasGoalkeeper,Dani Cárdenas,"Mar 28, 1997 (25)",,€1.50m
4,,Dani CárdenasD. Cárdenas,,,,
5,,Goalkeeper,,,,
6,14.0,Rúben VezoR. VezoCentre-Back,Rúben Vezo,"Apr 25, 1994 (28)",,€4.00m
7,,Rúben VezoR. Vezo,,,,
8,,Centre-Back,,,,
9,13.0,Shkodran MustafiS. MustafiCentre-Back,Shkodran Mustafi,"Apr 17, 1992 (30)",,€2.00m
10,,Shkodran MustafiS. Mustafi,,,,
11,,Centre-Back,,,,
12,4.0,Rober PierR. PierCentre-Back,Rober Pier,"Feb 16, 1995 (27)",,€1.50m
13,,Rober PierR. Pier,,,,
14,,Centre-Back,,,,
15,7.0,Martín CáceresM. CáceresCentre-Back,Martín Cáceres,"Apr 7, 1987 (35)",,€900Th.
16,,Martín CáceresM. Cáceres,,,,
17,,Centre-Back,,,,
18,6.0,Óscar DuarteÓ. DuarteCentre-Back,Óscar Duarte,"Jun 3, 1989 (33)",,€800Th.
19,,Óscar DuarteÓ. Duarte,,,,
20,,Centre-Back,,,,
21,15.0,Sergio PostigoS. PostigoCentre-Back,Sergio Postigo,"Nov 4, 1988 (33)",,€700Th.
22,,Sergio PostigoS. Postigo,,,,
23,,Centre-Back,,,,
24,25.0,Marcelo SaracchiM. SaracchiLeft-Back,Marcelo Saracchi,"Apr 23, 1998 (24)",,€2.50m
25,,Marcelo SaracchiM. Saracchi,,,,
26,,Left-Back,,,,
27,19.0,Carlos ClercC. ClercLeft-Back,Carlos Clerc,"Feb 21, 1992 (30)",,€2.00m
28,,Carlos ClercC. Clerc,,,,
29,,Left-Back,,,,
30,3.0,Enric FranquesaE. FranquesaLeft-Back,Enric Franquesa,"Feb 26, 1997 (25)",,€800Th.
31,,Enric FranquesaE. Franquesa,,,,
32,,Left-Back,,,,
33,20.0,Jorge MiramónJ. MiramónRight-Back,Jorge Miramón,"Jun 2, 1989 (33)",,€1.80m
34,,Jorge MiramónJ. Miramón,,,,
35,,Right-Back,,,,
36,2.0,SonSonRight-Back,Son,"Mar 30, 1994 (28)",,€1.00m
37,,SonSon,,,,
38,,Right-Back,,,,
39,42.0,Marc PubillM. PubillRight-Back,Marc Pubill,"Jun 20, 2003 (18)",,€800Th.
40,,Marc PubillM. Pubill,,,,
41,,Right-Back,,,,
42,23.0,CokeCokeRight-Back,Coke,"Apr 26, 1987 (35)",,€600Th.
43,,CokeCoke,,,,
44,,Right-Back,,,,
45,8.0,PepeluPepeluDefensive Midfield,Pepelu,"Aug 11, 1998 (23)",,€3.00m
46,,PepeluPepelu,,,,
47,,Defensive Midfield,,,,
48,12.0,Mickaël MalsaM. MalsaDefensive Midfield,Mickaël Malsa,"Oct 12, 1995 (26)",,€3.00m
49,,Mickaël MalsaM. Malsa,,,,
50,,Defensive Midfield,,,,
51,5.0,Nemanja RadojaN. RadojaDefensive Midfield,Nemanja Radoja,"Feb 6, 1993 (29)",,€2.00m
52,,Nemanja RadojaN. Radoja,,,,
53,,Defensive Midfield,,,,
54,17.0,Nikola VukcevicN. VukcevicDefensive Midfield,Nikola Vukcevic,"Dec 13, 1991 (30)",,€1.00m
55,,Nikola VukcevicN. Vukcevic,,,,
56,,Defensive Midfield,,,,
57,24.0,José CampañaJ. CampañaCentral Midfield,José Campaña,"May 31, 1993 (29)",,€6.00m
58,,José CampañaJ. Campaña,,,,
59,,Central Midfield,,,,
60,22.0,Gonzalo MeleroG. MeleroCentral Midfield,Gonzalo Melero,"Jan 2, 1994 (28)",,€4.00m
61,,Gonzalo MeleroG. Melero,,,,
62,,Central Midfield,,,,
63,10.0,Enis BardhiE. BardhiAttacking Midfield,Enis Bardhi,"Jul 2, 1995 (26)",,€8.00m
64,,Enis BardhiE. Bardhi,,,,
65,,Attacking Midfield,,,,
66,29.0,Alejandro CanteroA. CanteroLeft Winger,Alejandro Cantero,"Jun 8, 2000 (21)",,€1.00m
67,,Alejandro CanteroA. Cantero,,,,
68,,Left Winger,,,,
69,18.0,Jorge de FrutosJ. de FrutosRight Winger,Jorge de Frutos,"Feb 20, 1997 (25)",,€10.00m
70,,Jorge de FrutosJ. de Frutos,,,,
71,,Right Winger,,,,
72,9.0,Roger MartíR. MartíCentre-Forward,Roger Martí,"Jan 3, 1991 (31)",,€5.00m
73,,Roger MartíR. Martí,,,,
74,,Centre-Forward,,,,
75,11.0,José Luis MoralesJ. Morales Centre-Forward,José Luis Morales,"Jul 23, 1987 (34)",,€4.00m
76,,José Luis MoralesJ. Morales,,,,
77,,Centre-Forward,,,,
78,21.0,Dani GómezD. GómezCentre-Forward,Dani Gómez,"Jul 30, 1998 (23)",,€2.50m
79,,Dani GómezD. Gómez,,,,
80,,Centre-Forward,,,,
81,16.0,Roberto SoldadoR. SoldadoCentre-Forward,Roberto Soldado,"May 27, 1985 (37)",,€1.00m
82,,Roberto SoldadoR. Soldado,,,,
83,,Centre-Forward,,,,
