,#,player,Unnamed: 2,Date of birth / Age,Nat.,Market value
3,31.0,Boris RadunovićB. RadunovićGoalkeeper,Boris Radunović,"May 26, 1996 (26)",,€400Th.
4,,Boris RadunovićB. Radunović,,,,
5,,Goalkeeper,,,,
6,1.0,Simone ArestiS. ArestiGoalkeeper,Simone Aresti,"Mar 15, 1986 (36)",,€100Th.
7,,Simone ArestiS. Aresti,,,,
8,,Goalkeeper,,,,
9,40.0,Sebastian WalukiewiczS. WalukiewiczCentre-Back,Sebastian Walukiewicz,"Apr 5, 2000 (22)",,€7.00m
10,,Sebastian WalukiewiczS. Walukiewicz,,,,
11,,Centre-Back,,,,
12,66.0,Matteo LovatoM. LovatoCentre-Back,Matteo Lovato,"Feb 14, 2000 (22)",,€7.00m
13,,Matteo LovatoM. Lovato,,,,
14,,Centre-Back,,,,
15,44.0,Andrea CarboniA. CarboniCentre-Back,Andrea Carboni,"Feb 4, 2001 (21)",,€5.00m
16,,Andrea CarboniA. Carboni,,,,
17,,Centre-Back,,,,
18,3.0,Edoardo GoldanigaE. GoldanigaCentre-Back,Edoardo Goldaniga,"Nov 2, 1993 (28)",,€1.50m
19,,Edoardo GoldanigaE. Goldaniga,,,,
20,,Centre-Back,,,,
21,15.0,Giorgio AltareG. AltareCentre-Back,Giorgio Altare,"Aug 9, 1998 (23)",,€1.20m
22,,Giorgio AltareG. Altare,,,,
23,,Centre-Back,,,,
24,23.0,Luca CeppitelliL. CeppitelliCentre-Back,Luca Ceppitelli,"Aug 11, 1989 (32)",,€1.00m
25,,Luca CeppitelliL. Ceppitelli,,,,
26,,Centre-Back,,,,
27,33.0,Adam ObertA. ObertCentre-Back,Adam Obert,"Aug 23, 2002 (19)",,€900Th.
28,,Adam ObertA. Obert,,,,
29,,Centre-Back,,,,
30,22.0,Charalampos LykogiannisC. LykogiannisLeft-Back,Charalampos Lykogiannis,"Oct 22, 1993 (28)",,€2.50m
31,,Charalampos LykogiannisC. Lykogiannis,,,,
32,,Left-Back,,,,
33,29.0,DalbertDalbertLeft-Back,Dalbert,"Sep 8, 1993 (28)",,€2.50m
34,,DalbertDalbert,,,,
35,,Left-Back,,,,
36,12.0,Raoul BellanovaR. BellanovaRight-Back,Raoul Bellanova,"May 17, 2000 (22)",,€5.00m
37,,Raoul BellanovaR. Bellanova,,,,
38,,Right-Back,,,,
39,25.0,Gabriele ZappaG. ZappaRight-Back,Gabriele Zappa,"Dec 22, 1999 (22)",,€5.00m
40,,Gabriele ZappaG. Zappa,,,,
41,,Right-Back,,,,
42,8.0,Razvan MarinR. MarinCentral Midfield,Razvan Marin,"May 23, 1996 (26)",,€14.00m
43,,Razvan MarinR. Marin,,,,
44,,Central Midfield,,,,
45,6.0,Marko RogMarko RogCentral Midfield,Marko Rog,"Jul 19, 1995 (26)",,€7.00m
46,,Marko RogMarko Rog,,,,
47,,Central Midfield,,,,
48,16.0,Kevin StrootmanK. StrootmanCentral Midfield,Kevin Strootman,"Feb 13, 1990 (32)",,€3.00m
49,,Kevin StrootmanK. Strootman,,,,
50,,Central Midfield,,,,
51,27.0,Alberto GrassiA. GrassiCentral Midfield,Alberto Grassi,"Mar 7, 1995 (27)",,€2.50m
52,,Alberto GrassiA. Grassi,,,,
53,,Central Midfield,,,,
54,14.0,Alessandro DeiolaA. DeiolaCentral Midfield,Alessandro Deiola,"Aug 1, 1995 (26)",,€2.00m
55,,Alessandro DeiolaA. Deiola,,,,
56,,Central Midfield,,,,
57,4.0,Daniele BaselliD. BaselliCentral Midfield,Daniele Baselli,"Mar 12, 1992 (30)",,€1.90m
58,,Daniele BaselliD. Baselli,,,,
59,,Central Midfield,,,,
60,18.0,Nahitan NándezN. NándezRight Midfield,Nahitan Nández,"Dec 28, 1995 (26)",,€15.00m
61,,Nahitan NándezN. Nández,,,,
62,,Right Midfield,,,,
63,20.0,Gastón PereiroG. PereiroAttacking Midfield,Gastón Pereiro,"Jun 11, 1995 (26)",,€3.50m
64,,Gastón PereiroG. Pereiro,,,,
65,,Attacking Midfield,,,,
66,10.0,João PedroJoão Pedro Second Striker,João Pedro,"Mar 9, 1992 (30)",,€18.00m
67,,João PedroJoão Pedro,,,,
68,,Second Striker,,,,
69,9.0,Keita BaldéK. BaldéCentre-Forward,Keita Baldé,"Mar 8, 1995 (27)",,€5.00m
70,,Keita BaldéK. Baldé,,,,
71,,Centre-Forward,,,,
72,30.0,Leonardo PavolettiL. PavolettiCentre-Forward,Leonardo Pavoletti,"Nov 26, 1988 (33)",,€2.50m
73,,Leonardo PavolettiL. Pavoletti,,,,
74,,Centre-Forward,,,,
75,32.0,Damir CeterD. CeterCentre-Forward,Damir Ceter,"Nov 2, 1997 (24)",,€800Th.
76,,Damir CeterD. Ceter,,,,
77,,Centre-Forward,,,,
78,19.0,Luca GaglianoL. GaglianoCentre-Forward,Luca Gagliano,"Jul 14, 2000 (21)",,€250Th.
79,,Luca GaglianoL. Gagliano,,,,
80,,Centre-Forward,,,,
0,1.0,Adrian SemperA. SemperGoalkeeper,Adrian Semper,"Jan 12, 1998 (24)",,€2.00m
1,,Adrian SemperA. Semper,,,,
2,,Goalkeeper,,,,
3,57.0,Salvatore SiriguS. SiriguGoalkeeper,Salvatore Sirigu,"Jan 12, 1987 (35)",,€1.50m
4,,Salvatore SiriguS. Sirigu,,,,
5,,Goalkeeper,,,,
6,22.0,Federico MarchettiF. MarchettiGoalkeeper,Federico Marchetti,"Feb 7, 1983 (39)",,€200Th.
7,,Federico MarchettiF. Marchetti,,,,
8,,Goalkeeper,,,,
9,25.0,Rok VodisekR. VodisekGoalkeeper,Rok Vodisek,"Dec 5, 1998 (23)",,€50Th.
10,,Rok VodisekR. Vodisek,,,,
11,,Goalkeeper,,,,
12,3.0,Zinho VanheusdenZ. VanheusdenCentre-Back,Zinho Vanheusden,"Jul 29, 1999 (22)",,€10.00m
13,,Zinho VanheusdenZ. Vanheusden,,,,
14,,Centre-Back,,,,
15,52.0,Nikola MaksimovicN. MaksimovicCentre-Back,Nikola Maksimovic,"Nov 25, 1991 (30)",,€4.50m
16,,Nikola MaksimovicN. Maksimovic,,,,
17,,Centre-Back,,,,
18,15.0,Johan VásquezJ. VásquezCentre-Back,Johan Vásquez,"Oct 22, 1998 (23)",,€4.00m
19,,Johan VásquezJ. Vásquez,,,,
20,,Centre-Back,,,,
21,55.0,Leo ÖstigardL. ÖstigardCentre-Back,Leo Östigard,"Nov 28, 1999 (22)",,€4.00m
22,,Leo ÖstigardL. Östigard,,,,
23,,Centre-Back,,,,
24,13.0,Mattia BaniM. BaniCentre-Back,Mattia Bani,"Dec 10, 1993 (28)",,€2.50m
25,,Mattia BaniM. Bani,,,,
26,,Centre-Back,,,,
27,4.0,Domenico CriscitoD. Criscito Centre-Back,Domenico Criscito,"Dec 30, 1986 (35)",,€1.00m
28,,Domenico CriscitoD. Criscito,,,,
29,,Centre-Back,,,,
30,5.0,Andrea MasielloA. MasielloCentre-Back,Andrea Masiello,"Feb 5, 1986 (36)",,€800Th.
31,,Andrea MasielloA. Masiello,,,,
32,,Centre-Back,,,,
33,50.0,Andrea CambiasoA. CambiasoLeft-Back,Andrea Cambiaso,"Feb 20, 2000 (22)",,€5.00m
34,,Andrea CambiasoA. Cambiaso,,,,
35,,Left-Back,,,,
36,16.0,Riccardo CalafioriR. CalafioriLeft-Back,Riccardo Calafiori,"May 19, 2002 (20)",,€4.00m
37,,Riccardo CalafioriR. Calafiori,,,,
38,,Left-Back,,,,
39,17.0,Lennart CzyborraL. CzyborraLeft-Back,Lennart Czyborra,"May 3, 1999 (23)",,€3.00m
40,,Lennart CzyborraL. Czyborra,,,,
41,,Left-Back,,,,
42,36.0,Silvan HeftiS. HeftiRight-Back,Silvan Hefti,"Oct 25, 1997 (24)",,€5.00m
43,,Silvan HeftiS. Hefti,,,,
44,,Right-Back,,,,
45,65.0,Nicolò RovellaN. RovellaDefensive Midfield,Nicolò Rovella,"Dec 4, 2001 (20)",,€10.00m
46,,Nicolò RovellaN. Rovella,,,,
47,,Defensive Midfield,,,,
48,99.0,Pablo GaldamesP. GaldamesDefensive Midfield,Pablo Galdames,"Dec 30, 1996 (25)",,€2.80m
49,,Pablo GaldamesP. Galdames,,,,
50,,Defensive Midfield,,,,
51,47.0,Milan BadeljM. BadeljDefensive Midfield,Milan Badelj,"Feb 25, 1989 (33)",,€1.50m
52,,Milan BadeljM. Badelj,,,,
53,,Defensive Midfield,,,,
54,8.0,Nadiem AmiriN. AmiriCentral Midfield,Nadiem Amiri,"Oct 27, 1996 (25)",,€9.00m
55,,Nadiem AmiriN. Amiri,,,,
56,,Central Midfield,,,,
57,27.0,Stefano SturaroS. SturaroCentral Midfield,Stefano Sturaro,"Mar 9, 1993 (29)",,€4.00m
58,,Stefano SturaroS. Sturaro,,,,
59,,Central Midfield,,,,
60,33.0,HernaniHernaniCentral Midfield,Hernani,"Mar 27, 1994 (28)",,€4.00m
61,,HernaniHernani,,,,
62,,Central Midfield,,,,
63,32.0,Morten FrendrupM. FrendrupCentral Midfield,Morten Frendrup,"Apr 7, 2001 (21)",,€3.50m
64,,Morten FrendrupM. Frendrup,,,,
65,,Central Midfield,,,,
66,90.0,Manolo PortanovaM. PortanovaCentral Midfield,Manolo Portanova,"Jun 2, 2000 (22)",,€2.50m
67,,Manolo PortanovaM. Portanova,,,,
68,,Central Midfield,,,,
69,10.0,Filippo MelegoniF. MelegoniCentral Midfield,Filippo Melegoni,"Feb 18, 1999 (23)",,€1.50m
70,,Filippo MelegoniF. Melegoni,,,,
71,,Central Midfield,,,,
72,18.0,Paolo GhiglioneP. GhiglioneRight Midfield,Paolo Ghiglione,"Feb 2, 1997 (25)",,€3.00m
73,,Paolo GhiglioneP. Ghiglione,,,,
74,,Right Midfield,,,,
75,11.0,Albert GudmundssonA. GudmundssonRight Winger,Albert Gudmundsson,"Jun 15, 1997 (24)",,€3.00m
76,,Albert GudmundssonA. Gudmundsson,,,,
77,,Right Winger,,,,
78,91.0,Yayah KallonY. KallonRight Winger,Yayah Kallon,"Jun 30, 2001 (20)",,€2.00m
79,,Yayah KallonY. Kallon,,,,
80,,Right Winger,,,,
81,45.0,Kelvin YeboahK. YeboahCentre-Forward,Kelvin Yeboah,"May 6, 2000 (22)",,€5.50m
82,,Kelvin YeboahK. Yeboah,,,,
83,,Centre-Forward,,,,
84,9.0,Roberto PiccoliR. Piccoli Centre-Forward,Roberto Piccoli,"Jan 27, 2001 (21)",,€4.00m
85,,Roberto PiccoliR. Piccoli,,,,
86,,Centre-Forward,,,,
87,23.0,Mattia DestroM. DestroCentre-Forward,Mattia Destro,"Mar 20, 1991 (31)",,€4.00m
88,,Mattia DestroM. Destro,,,,
89,,Centre-Forward,,,,
90,20.0,Caleb EkubanC. EkubanCentre-Forward,Caleb Ekuban,"Mar 23, 1994 (28)",,€3.50m
91,,Caleb EkubanC. Ekuban,,,,
92,,Centre-Forward,,,,
93,44.0,Aleksander BuksaA. BuksaCentre-Forward,Aleksander Buksa,"Jan 15, 2003 (19)",,€1.50m
94,,Aleksander BuksaA. Buksa,,,,
95,,Centre-Forward,,,,
0,88.0,Sergio RomeroS. RomeroGoalkeeper,Sergio Romero,"Feb 22, 1987 (35)",,€1.00m
1,,Sergio RomeroS. Romero,,,,
2,,Goalkeeper,,,,
3,12.0,Luca LezzeriniL. LezzeriniGoalkeeper,Luca Lezzerini,"Mar 24, 1995 (27)",,€700Th.
4,,Luca LezzeriniL. Lezzerini,,,,
5,,Goalkeeper,,,,
6,1.0,Niki MäenpääN. MäenpääGoalkeeper,Niki Mäenpää,"Jan 23, 1985 (37)",,€200Th.
7,,Niki MäenpääN. Mäenpää,,,,
8,,Goalkeeper,,,,
9,34.0,Bruno BertinatoB. BertinatoGoalkeeper,Bruno Bertinato,"May 31, 1998 (24)",,€75Th.
10,,Bruno BertinatoB. Bertinato,,,,
11,,Goalkeeper,,,,
12,91.0,Filippo NeriF. NeriGoalkeeper,Filippo Neri,"Dec 4, 2002 (19)",,€50Th.
13,,Filippo NeriF. Neri,,,,
14,,Goalkeeper,,,,
15,44.0,Ethan AmpaduE. AmpaduCentre-Back,Ethan Ampadu,"Sep 14, 2000 (21)",,€15.00m
16,,Ethan AmpaduE. Ampadu,,,,
17,,Centre-Back,,,,
18,31.0,Mattia CaldaraM. CaldaraCentre-Back,Mattia Caldara,"May 5, 1994 (28)",,€4.00m
19,,Mattia CaldaraM. Caldara,,,,
20,,Centre-Back,,,,
21,32.0,Pietro CeccaroniP. CeccaroniCentre-Back,Pietro Ceccaroni,"Dec 21, 1995 (26)",,€2.50m
22,,Pietro CeccaroniP. Ceccaroni,,,,
23,,Centre-Back,,,,
24,30.0,Michael SvobodaM. SvobodaCentre-Back,Michael Svoboda,"Oct 15, 1998 (23)",,€900Th.
25,,Michael SvobodaM. Svoboda,,,,
26,,Centre-Back,,,,
27,13.0,Marco ModoloM. Modolo Centre-Back,Marco Modolo,"Mar 23, 1989 (33)",,€500Th.
28,,Marco ModoloM. Modolo,,,,
29,,Centre-Back,,,,
30,55.0,Ridgeciano HapsR. HapsLeft-Back,Ridgeciano Haps,"Jun 12, 1993 (28)",,€3.00m
31,,Ridgeciano HapsR. Haps,,,,
32,,Left-Back,,,,
33,19.0,Maximilian UllmannM. UllmannLeft-Back,Maximilian Ullmann,"Jun 17, 1996 (25)",,€2.50m
34,,Maximilian UllmannM. Ullmann,,,,
35,,Left-Back,,,,
36,3.0,Cristian MolinaroC. MolinaroLeft-Back,Cristian Molinaro,"Jul 30, 1983 (38)",,€400Th.
37,,Cristian MolinaroC. Molinaro,,,,
38,,Left-Back,,,,
39,22.0,Tyronne EbuehiT. EbuehiRight-Back,Tyronne Ebuehi,"Dec 16, 1995 (26)",,€1.40m
40,,Tyronne EbuehiT. Ebuehi,,,,
41,,Right-Back,,,,
42,37.0,Ales MatejuA. MatejuRight-Back,Ales Mateju,"Jun 3, 1996 (26)",,€1.00m
43,,Ales MatejuA. Mateju,,,,
44,,Right-Back,,,,
45,42.0,Dor PeretzD. PeretzDefensive Midfield,Dor Peretz,"May 17, 1995 (27)",,€1.50m
46,,Dor PeretzD. Peretz,,,,
47,,Defensive Midfield,,,,
48,16.0,Luca FiordilinoL. FiordilinoDefensive Midfield,Luca Fiordilino,"Jul 25, 1996 (25)",,€1.20m
49,,Luca FiordilinoL. Fiordilino,,,,
50,,Defensive Midfield,,,,
51,5.0,Antonio Junior VaccaA. VaccaDefensive Midfield,Antonio Junior Vacca,"May 13, 1990 (32)",,€800Th.
52,,Antonio Junior VaccaA. Vacca,,,,
53,,Defensive Midfield,,,,
54,27.0,Gianluca BusioG. BusioCentral Midfield,Gianluca Busio,"May 28, 2002 (20)",,€10.00m
55,,Gianluca BusioG. Busio,,,,
56,,Central Midfield,,,,
57,21.0,Michaël CuisanceM. CuisanceCentral Midfield,Michaël Cuisance,"Aug 16, 1999 (22)",,€5.00m
58,,Michaël CuisanceM. Cuisance,,,,
59,,Central Midfield,,,,
60,8.0,Tanner TessmannT. TessmannCentral Midfield,Tanner Tessmann,"Sep 24, 2001 (20)",,€2.50m
61,,Tanner TessmannT. Tessmann,,,,
62,,Central Midfield,,,,
63,23.0,Sofian KiyineS. KiyineCentral Midfield,Sofian Kiyine,"Oct 2, 1997 (24)",,€2.30m
64,,Sofian KiyineS. Kiyine,,,,
65,,Central Midfield,,,,
66,33.0,Domen CrnigojD. CrnigojCentral Midfield,Domen Crnigoj,"Nov 18, 1995 (26)",,€1.50m
67,,Domen CrnigojD. Crnigoj,,,,
68,,Central Midfield,,,,
69,10.0,Mattia AramuM. AramuAttacking Midfield,Mattia Aramu,"May 14, 1995 (27)",,€4.00m
70,,Mattia AramuM. Aramu,,,,
71,,Attacking Midfield,,,,
72,11.0,Arnór SigurdssonA. SigurdssonAttacking Midfield,Arnór Sigurdsson,"May 15, 1999 (23)",,€3.00m
73,,Arnór SigurdssonA. Sigurdsson,,,,
74,,Attacking Midfield,,,,
75,17.0,Dennis JohnsenD. JohnsenLeft Winger,Dennis Johnsen,"Feb 17, 1998 (24)",,€1.50m
76,,Dennis JohnsenD. Johnsen,,,,
77,,Left Winger,,,,
78,20.0,NaniNaniLeft Winger,Nani,"Nov 17, 1986 (35)",,€1.00m
79,,NaniNani,,,,
80,,Left Winger,,,,
81,9.0,Jean-Pierre NsameJ. NsameCentre-Forward,Jean-Pierre Nsame,"May 1, 1993 (29)",,€5.00m
82,,Jean-Pierre NsameJ. Nsame,,,,
83,,Centre-Forward,,,,
84,14.0,Thomas HenryT. HenryCentre-Forward,Thomas Henry,"Sep 20, 1994 (27)",,€5.00m
85,,Thomas HenryT. Henry,,,,
86,,Centre-Forward,,,,
87,77.0,David OkerekeD. OkerekeCentre-Forward,David Okereke,"Aug 29, 1997 (24)",,€5.00m
88,,David OkerekeD. Okereke,,,,
89,,Centre-Forward,,,,
0,55.0,Luigi SepeL. SepeGoalkeeper,Luigi Sepe,"May 8, 1991 (31)",,€1.40m
1,,Luigi SepeL. Sepe,,,,
2,,Goalkeeper,,,,
3,72.0,Vid BelecVid BelecGoalkeeper,Vid Belec,"Jun 6, 1990 (32)",,€700Th.
4,,Vid BelecVid Belec,,,,
5,,Goalkeeper,,,,
6,1.0,Vincenzo FiorilloV. FiorilloGoalkeeper,Vincenzo Fiorillo,"Jan 13, 1990 (32)",,€300Th.
7,,Vincenzo FiorilloV. Fiorillo,,,,
8,,Goalkeeper,,,,
9,12.0,Antonio RussoA. RussoGoalkeeper,Antonio Russo,"Feb 1, 2000 (22)",,€150Th.
10,,Antonio RussoA. Russo,,,,
11,,Goalkeeper,,,,
12,25.0,Radu DragusinR. DragusinCentre-Back,Radu Dragusin,"Feb 3, 2002 (20)",,€3.50m
13,,Radu DragusinR. Dragusin,,,,
14,,Centre-Back,,,,
15,6.0,Stefan StrandbergS. StrandbergCentre-Back,Stefan Strandberg,"Jul 25, 1990 (31)",,€800Th.
16,,Stefan StrandbergS. Strandberg,,,,
17,,Centre-Back,,,,
18,23.0,Norbert GyomberN. GyomberCentre-Back,Norbert Gyomber,"Jul 3, 1992 (29)",,€800Th.
19,,Norbert GyomberN. Gyomber,,,,
20,,Centre-Back,,,,
21,31.0,Riccardo GaglioloR. GaglioloCentre-Back,Riccardo Gagliolo,"Apr 28, 1990 (32)",,€800Th.
22,,Riccardo GaglioloR. Gagliolo,,,,
23,,Centre-Back,,,,
24,5.0,Frédéric VeseliF. VeseliCentre-Back,Frédéric Veseli,"Nov 20, 1992 (29)",,€600Th.
25,,Frédéric VeseliF. Veseli,,,,
26,,Centre-Back,,,,
27,17.0,Federico FazioF. FazioCentre-Back,Federico Fazio,"Mar 17, 1987 (35)",,€500Th.
28,,Federico FazioF. Fazio,,,,
29,,Centre-Back,,,,
30,33.0,Filippo Delli CarriF. Delli CarriCentre-Back,Filippo Delli Carri,"May 3, 1999 (23)",,€400Th.
31,,Filippo Delli CarriF. Delli Carri,,,,
32,,Centre-Back,,,,
33,19.0,Luca RanieriL. RanieriLeft-Back,Luca Ranieri,"Apr 23, 1999 (23)",,€2.50m
34,,Luca RanieriL. Ranieri,,,,
35,,Left-Back,,,,
36,3.0,Matteo RuggeriM. RuggeriLeft-Back,Matteo Ruggeri,"Jul 11, 2002 (19)",,€2.00m
37,,Matteo RuggeriM. Ruggeri,,,,
38,,Left-Back,,,,
39,4.0,Pawel JaroszynskiP. JaroszynskiLeft-Back,Pawel Jaroszynski,"Oct 2, 1994 (27)",,€600Th.
40,,Pawel JaroszynskiP. Jaroszynski,,,,
41,,Left-Back,,,,
42,30.0,Pasquale MazzocchiP. MazzocchiRight-Back,Pasquale Mazzocchi,"Jul 27, 1995 (26)",,€1.50m
43,,Pasquale MazzocchiP. Mazzocchi,,,,
44,,Right-Back,,,,
45,14.0,Francesco Di TacchioF. Di TacchioDefensive Midfield,Francesco Di Tacchio,"Apr 20, 1990 (32)",,€600Th.
46,,Francesco Di TacchioF. Di Tacchio,,,,
47,,Defensive Midfield,,,,
48,16.0,Ivan RadovanovicI. RadovanovicDefensive Midfield,Ivan Radovanovic,"Aug 29, 1988 (33)",,€500Th.
49,,Ivan RadovanovicI. Radovanovic,,,,
50,,Defensive Midfield,,,,
51,8.0,Andrea SchiavoneA. SchiavoneDefensive Midfield,Andrea Schiavone,"Feb 25, 1993 (29)",,€400Th.
52,,Andrea SchiavoneA. Schiavone,,,,
53,,Defensive Midfield,,,,
54,13.0,ÉdersonÉdersonCentral Midfield,Éderson,"Jul 7, 1999 (22)",,€5.00m
55,,ÉdersonÉderson,,,,
56,,Central Midfield,,,,
57,2.0,Mamadou CoulibalyM. CoulibalyCentral Midfield,Mamadou Coulibaly,"Feb 3, 1999 (23)",,€3.00m
58,,Mamadou CoulibalyM. Coulibaly,,,,
59,,Central Midfield,,,,
60,18.0,Lassana CoulibalyL. CoulibalyCentral Midfield,Lassana Coulibaly,"Apr 10, 1996 (26)",,€1.80m
61,,Lassana CoulibalyL. Coulibaly,,,,
62,,Central Midfield,,,,
63,15.0,Emil BohinenE. BohinenCentral Midfield,Emil Bohinen,"Mar 12, 1999 (23)",,€1.20m
64,,Emil BohinenE. Bohinen,,,,
65,,Central Midfield,,,,
66,20.0,Grigoris KastanosG. KastanosCentral Midfield,Grigoris Kastanos,"Jan 30, 1998 (24)",,€1.00m
67,,Grigoris KastanosG. Kastanos,,,,
68,,Central Midfield,,,,
69,28.0,Leonardo CapezziL. CapezziCentral Midfield,Leonardo Capezzi,"Mar 28, 1995 (27)",,€700Th.
70,,Leonardo CapezziL. Capezzi,,,,
71,,Central Midfield,,,,
72,22.0,Joel ObiJoel ObiCentral Midfield,Joel Obi,"May 22, 1991 (31)",,€600Th.
73,,Joel ObiJoel Obi,,,,
74,,Central Midfield,,,,
75,24.0,Wajdi KechridaW. KechridaRight Midfield,Wajdi Kechrida,"Nov 5, 1995 (26)",,€1.00m
76,,Wajdi KechridaW. Kechrida,,,,
77,,Right Midfield,,,,
78,21.0,Nadir ZorteaN. ZorteaRight Midfield,Nadir Zortea,"Jun 19, 1999 (22)",,€800Th.
79,,Nadir ZorteaN. Zortea,,,,
80,,Right Midfield,,,,
81,10.0,Simone VerdiS. VerdiAttacking Midfield,Simone Verdi,"Jul 12, 1992 (29)",,€5.00m
82,,Simone VerdiS. Verdi,,,,
83,,Attacking Midfield,,,,
84,7.0,Franck RibéryF. Ribéry Left Winger,Franck Ribéry,"Apr 7, 1983 (39)",,€1.00m
85,,Franck RibéryF. Ribéry,,,,
86,,Left Winger,,,,
87,88.0,Diego PerottiD. PerottiLeft Winger,Diego Perotti,"Jul 26, 1988 (33)",,€1.00m
88,,Diego PerottiD. Perotti,,,,
89,,Left Winger,,,,
90,99.0,Lys MoussetL. MoussetCentre-Forward,Lys Mousset,"Feb 8, 1996 (26)",,€8.00m
91,,Lys MoussetL. Mousset,,,,
92,,Centre-Forward,,,,
93,9.0,Federico BonazzoliF. BonazzoliCentre-Forward,Federico Bonazzoli,"May 21, 1997 (25)",,€3.50m
94,,Federico BonazzoliF. Bonazzoli,,,,
95,,Centre-Forward,,,,
96,87.0,MikaelMikaelCentre-Forward,Mikael,"May 28, 1999 (23)",,€1.80m
97,,MikaelMikael,,,,
98,,Centre-Forward,,,,
99,11.0,Milan DjuricM. DjuricCentre-Forward,Milan Djuric,"May 22, 1990 (32)",,€800Th.
100,,Milan DjuricM. Djuric,,,,
101,,Centre-Forward,,,,
102,63.0,Edoardo VerganiE. VerganiCentre-Forward,Edoardo Vergani,"Feb 6, 2001 (21)",,€600Th.
103,,Edoardo VerganiE. Vergani,,,,
104,,Centre-Forward,,,,
